,Date,Temperature
0,2020-01-01,27.483570765056164
1,2020-01-02,24.308678494144075
2,2020-01-03,28.23844269050346
3,2020-01-04,32.61514928204013
4,2020-01-05,23.829233126383322
5,2020-01-06,23.8293152152541
6,2020-01-07,32.896064077536955
7,2020-01-08,28.837173645764544
8,2020-01-09,22.65262807032524
9,2020-01-10,27.712800217929825
10,2020-01-11,22.682911535937688
11,2020-01-12,22.671351232148716
12,2020-01-13,26.20981135783017
13,2020-01-14,15.43359877671101
14,2020-01-15,16.375410837434835
15,2020-01-16,22.188562353795135
16,2020-01-17,19.93584439832788
17,2020-01-18,26.571236662976368
18,2020-01-19,20.459879622393945
19,2020-01-20,17.938481493323543
20,2020-01-21,32.32824384460777
21,2020-01-22,23.871118497567323
22,2020-01-23,25.33764102343962
23,2020-01-24,17.87625906893272
24,2020-01-25,22.278086377374088
25,2020-01-26,25.55461294854933
26,2020-01-27,19.245032112888488
27,2020-01-28,26.87849009172836
28,2020-01-29,21.996806550405974
29,2020-01-30,23.541531251033618
30,2020-01-31,21.991466938853016
31,2020-02-01,34.26139092254469
32,2020-02-02,24.93251387631033
33,2020-02-03,19.711445355220498
34,2020-02-04,29.112724560515943
35,2020-02-05,18.895781750144888
36,2020-02-06,26.044317975023777
37,2020-02-07,15.201649380601122
38,2020-02-08,18.359069755507846
39,2020-02-09,25.984306179345616
40,2020-02-10,28.692332899977053
41,2020-02-11,25.85684140594985
42,2020-02-12,24.421758588058797
43,2020-02-13,23.494481522053555
44,2020-02-14,17.607390048162863
45,2020-02-15,21.400778958026457
46,2020-02-16,22.696806145201062
47,2020-02-17,30.285611131094576
48,2020-02-18,26.71809144784231
49,2020-02-19,16.18479922318633
50,2020-02-20,26.620419846973974
51,2020-02-21,23.074588597918417
52,2020-02-22,21.615389998470206
53,2020-02-23,28.05838144420434
54,2020-02-24,30.154997612479754
55,2020-02-25,29.656400595580994
56,2020-02-26,20.803912383886807
57,2020-02-27,23.453938120743928
58,2020-02-28,26.65631715701782
59,2020-02-29,29.877725635611796
60,2020-03-01,22.60412881077355
61,2020-03-02,24.071705116680914
62,2020-03-03,19.46832512996986
63,2020-03-04,19.018966879596647
64,2020-03-05,29.062629111970992
65,2020-03-06,31.781200142854114
66,2020-03-07,24.63994939209833
67,2020-03-08,30.01766448946012
68,2020-03-09,26.80818012523817
69,2020-03-10,21.77440122697438
70,2020-03-11,26.80697802754207
71,2020-03-12,32.690182832329846
72,2020-03-13,24.820869804450243
73,2020-03-14,32.82321827907003
74,2020-03-15,11.901274479551278
75,2020-03-16,29.10951252187612
76,2020-03-17,25.435235341190857
77,2020-03-18,23.504963247670663
78,2020-03-19,25.45880388267751
79,2020-03-20,15.062155426995536
80,2020-03-21,23.90164056081244
81,2020-03-22,26.78556285755873
82,2020-03-23,32.38947022370758
83,2020-03-24,22.40864890863176
84,2020-03-25,20.95753198553406
85,2020-03-26,22.491214782077318
86,2020-03-27,29.57701058851037
87,2020-03-28,26.643755548298422
88,2020-03-29,22.351198981164806
89,2020-03-30,27.56633716556678
90,2020-03-31,25.4853877467402
91,2020-04-01,29.843224952664446
92,2020-04-02,21.489734530613237
93,2020-04-03,23.361689267011158
94,2020-04-04,23.039459234339212
95,2020-04-05,17.682425259339407
96,2020-04-06,26.48060138532288
97,2020-04-07,26.305276360899448
98,2020-04-08,25.025567283212304
99,2020-04-09,23.827064333124266
100,2020-04-10,17.92314628974793
101,2020-04-11,22.896773386173205
102,2020-04-12,23.286427417366152
103,2020-04-13,20.988613653891903
104,2020-04-14,24.193571441669953
105,2020-04-15,27.020254284072692
106,2020-04-16,34.43092950605265
107,2020-04-17,25.872889064159196
108,2020-04-18,26.28775195361382
109,2020-04-19,24.627770421169163
110,2020-04-20,15.406143923504793
111,2020-04-21,24.867430622753915
112,2020-04-22,25.301151049705133
113,2020-04-23,37.316210562426434
114,2020-04-24,24.038195176094387
115,2020-04-25,26.507736711668063
116,2020-04-26,24.826441151473784
117,2020-04-27,19.15660981190234
118,2020-04-28,30.714114072575104
119,2020-04-29,28.759665163433873
120,2020-04-30,28.955159735215233
121,2020-05-01,20.453062726026303
122,2020-05-02,32.013971554680495
123,2020-05-03,17.990744686038596
124,2020-05-04,27.934285469001352
125,2020-05-05,35.952278129049894
126,2020-05-06,20.04731837434656
127,2020-05-07,22.16851135198614
128,2020-05-08,25.498256825438204
129,2020-05-09,22.482621729419005
130,2020-05-10,17.246682844669337
131,2020-05-11,25.342814874030136
132,2020-05-12,19.688481431369475
133,2020-05-13,27.36796215317591
134,2020-05-14,20.402878828830985
135,2020-05-15,32.7496720250877
136,2020-05-16,21.083733538318814
137,2020-05-17,23.38969241897162
138,2020-05-18,29.067586086848348
139,2020-05-19,18.845678417830225
140,2020-05-20,26.137299673020646
141,2020-05-21,31.53571377141214
142,2020-05-22,16.96258382719386
143,2020-05-23,25.92316929266152
144,2020-05-24,26.299413971242117
145,2020-05-25,28.90911435888655
146,2020-05-26,18.81524644560959
147,2020-05-27,18.397716934578618
148,2020-05-28,27.60970782808449
149,2020-05-29,26.48492336616593
150,2020-05-30,26.252464251729382
151,2020-05-31,26.732241047484877
152,2020-06-01,21.599876392107547
153,2020-06-02,26.161268485805017
154,2020-06-03,26.465362366493405
155,2020-06-04,21.42824290986816
156,2020-06-05,34.328872555723784
157,2020-06-06,27.36916460455894
158,2020-06-07,19.043482513986756
159,2020-06-08,28.28276804316915
160,2020-06-09,20.126591648863393
161,2020-06-10,28.93542301871226
162,2020-06-11,30.79297789503702
163,2020-06-12,20.89658840824145
164,2020-06-13,29.81688064622161
165,2020-06-14,27.06390463468249
166,2020-06-15,29.11030079997245
167,2020-06-16,34.48396491326974
168,2020-06-17,23.773059419985646
169,2020-06-18,21.23131917821255
170,2020-06-19,20.552427851872384
171,2020-06-20,20.920948575172808
172,2020-06-21,24.614491452929478
173,2020-06-22,26.70575987408322
174,2020-06-23,26.383453996650097
175,2020-06-24,29.13591624518012
176,2020-06-25,25.065009459389536
177,2020-06-26,32.26767038578659
178,2020-06-27,23.67671583381022
179,2020-06-28,38.600845832948096
180,2020-06-29,28.12833673882503
181,2020-06-30,20.714212217918586
182,2020-07-01,19.64553750969444
183,2020-07-02,27.412362076215928
184,2020-07-03,23.882686073370746
185,2020-07-04,28.57000247046046
186,2020-07-05,27.366188122867726
187,2020-07-06,24.635855436715637
188,2020-07-07,20.766031409657977
189,2020-07-08,17.425763876570677
190,2020-07-09,22.767425239664895
191,2020-07-10,29.28199397161736
192,2020-07-11,26.07046872065102
193,2020-07-12,18.771306106440058
194,2020-07-13,25.86590462925591
195,2020-07-14,26.926586898644185
196,2020-07-15,20.580712818994336
197,2020-07-16,25.76862552972764
198,2020-07-17,25.29104359223
199,2020-07-18,19.285148510846884
200,2020-07-19,26.788936801741418
201,2020-07-20,27.80392263184117
202,2020-07-21,30.415256215876383
203,2020-07-22,30.269010260174515
204,2020-07-23,18.111653160214544
205,2020-07-24,20.310874800424386
206,2020-07-25,27.5751763360433
207,2020-07-26,27.568929754561044
208,2020-07-27,27.575238431530238
209,2020-07-28,44.26365745327361
210,2020-07-29,27.854452553465833
211,2020-07-30,30.677828200902994
212,2020-07-31,29.770008817466014
213,2020-08-01,28.25695625652899
214,2020-08-02,23.42365377679827
215,2020-08-03,28.794846102466337
216,2020-08-04,21.13587392731214
217,2020-08-05,23.815906966299956
218,2020-08-06,22.573182260854484
219,2020-08-07,25.409370696931614
220,2020-08-08,36.573292833367546
221,2020-08-09,15.66367403704126
222,2020-08-10,28.43130095187257
223,2020-08-11,16.936420644051744
224,2020-08-12,22.640340671052833
225,2020-08-13,30.444752984836832
226,2020-08-14,25.321400095477316
227,2020-08-15,19.61127611035347
228,2020-08-16,21.42348145370016
229,2020-08-17,28.39798874467338
230,2020-08-18,21.34816684141432
231,2020-08-19,26.082292947909874
232,2020-08-20,25.22785919951907
233,2020-08-21,21.741998261970913
234,2020-08-22,35.719720446626624
235,2020-08-23,28.169595111590056
236,2020-08-24,14.874287066711965
237,2020-08-25,25.93227157384714
238,2020-08-26,21.69106767615806
239,2020-08-27,29.26216667398112
240,2020-08-28,21.037396307836495
241,2020-08-29,24.426317792665504
242,2020-08-30,27.524936394902287
243,2020-08-31,29.328775970850607
244,2020-09-01,18.998517964721117
245,2020-09-02,23.327493820795258
246,2020-09-03,22.62527344419522
247,2020-09-04,21.73335383713144
248,2020-09-05,33.82727120140548
249,2020-09-06,27.024908554804778
250,2020-09-07,18.695580228324772
251,2020-09-08,29.58930973527388
252,2020-09-09,35.610780985063165
253,2020-09-10,30.162326302755734
254,2020-09-11,17.403150170229935
255,2020-09-12,22.578829635668743
256,2020-09-13,31.334555745933113
257,2020-09-14,21.461652671906094
258,2020-09-15,27.219097140731144
259,2020-09-16,28.873170267146683
260,2020-09-17,20.365347642109583
261,2020-09-18,24.702373219691
262,2020-09-19,8.793663299654636
263,2020-09-20,19.878061793328552
264,2020-09-21,23.7371592430342
265,2020-09-22,18.761084090175753
266,2020-09-23,33.16205651965818
267,2020-09-24,17.849293110196836
268,2020-09-25,22.799777566515083
269,2020-09-26,25.653702886430455
270,2020-09-27,32.20636644533058
271,2020-09-28,17.8206892441028
272,2020-09-29,30.815818760774796
273,2020-09-30,25.051165305097935
274,2020-10-01,20.092456744760245
275,2020-10-02,27.310517371316354
276,2020-10-03,25.99529847786735
277,2020-10-04,21.998915614206027
278,2020-10-05,25.349010424950094
279,2020-10-06,23.0734320156912
280,2020-10-07,25.56758672625624
281,2020-10-08,28.310653372605234
282,2020-10-09,32.93008408072676
283,2020-10-10,18.810922505865754
284,2020-10-11,35.665166873281336
285,2020-10-12,15.239561002387491
286,2020-10-13,24.241074524822082
287,2020-10-14,27.941586032422883
288,2020-10-15,26.404959338675162
289,2020-10-16,21.88650240089703
290,2020-10-17,23.959388748213623
291,2020-10-18,22.534995326705836
292,2020-10-19,22.053176215278942
293,2020-10-20,29.248010485105123
294,2020-10-21,26.785077429825236
295,2020-10-22,21.535452023696728
296,2020-10-23,29.497999377166252
297,2020-10-24,26.536497604383047
298,2020-10-25,29.0643105941948
299,2020-10-26,28.14814420961806
300,2020-10-27,20.855024945389637
301,2020-10-28,22.199094799015153
302,2020-10-29,28.736468025616308
303,2020-10-30,28.051851327167324
304,2020-10-31,24.89549203017926
305,2020-11-01,25.58663691654391
306,2020-11-02,31.388324478942124
307,2020-11-03,22.04214305582085
308,2020-11-04,27.735486905850188
309,2020-11-05,23.98903673783053
310,2020-11-06,23.9115939838639
311,2020-11-07,30.49388425993595
312,2020-11-08,29.12708174494015
313,2020-11-09,29.067548180003193
314,2020-11-10,31.527394035771646
315,2020-11-11,25.105019208163796
316,2020-11-12,28.40976485647482
317,2020-11-13,23.44866621703272
318,2020-11-14,26.62083176244221
319,2020-11-15,24.349284728161578
320,2020-11-16,25.48497982496359
321,2020-11-17,27.97578512718457
322,2020-11-18,20.908896583832636
323,2020-11-19,35.4619363784273
324,2020-11-20,19.96991309250149
325,2020-11-21,18.92905693606134
326,2020-11-22,30.790554367500338
327,2020-11-23,28.95831346981468
328,2020-11-24,28.120599085260775
329,2020-11-25,28.1417275463214
330,2020-11-26,24.938766135765427
331,2020-11-27,20.51372814257084
332,2020-11-28,25.37902279096863
333,2020-11-29,21.61419144243944
334,2020-11-30,29.875598667088756
335,2020-12-01,24.264713092489306
336,2020-12-02,20.872514016037442
337,2020-12-03,23.393070791735035
338,2020-12-04,27.06465727137812
339,2020-12-05,22.181377235980126
340,2020-12-06,20.888898022167844
341,2020-12-07,26.218436057459563
342,2020-12-08,26.224832855543614
343,2020-12-09,22.46528412314435
344,2020-12-10,22.644808471908387
345,2020-12-11,26.16024968678818
346,2020-12-12,17.75957829251338
347,2020-12-13,17.962681128117225
348,2020-12-14,21.40777889373782
349,2020-12-15,23.932764241440765
350,2020-12-16,26.554537827990025
351,2020-12-17,32.37678108474776
352,2020-12-18,29.288298116010097
353,2020-12-19,24.200307350182864
354,2020-12-20,24.904918960486555
355,2020-12-21,19.987353176810956
356,2020-12-22,24.90743432003805
357,2020-12-23,23.55670680539931
358,2020-12-24,26.613592801690448
359,2020-12-25,20.863845282238387
360,2020-12-26,27.596732571205862
361,2020-12-27,32.66369456501289
362,2020-12-28,24.456199257715713
363,2020-12-29,27.008558610494706
364,2020-12-30,28.450719958555563
365,2020-12-31,22.993897640570818
